author,text,published_at,likes,clean_text,topic_id,topic_label,sentiment_label,sentiment_score
@mikejay8888,"Wow, a native family portrayed in an advert, who'd a thunk it, maybe pushing all the divisive nonsense isn't working after all, maybe the country is still 85% native and would like to see that represented on TV, well done John Lewis.",2025-11-05 14:47:03+00:00,0,"wow, a native family portrayed in an advert, who'd a thunk it, maybe pushing all the divisive nonsense isn't working after all, maybe the country is still 85% native and would like to see that represented on tv, well done john lewis.",4,mixed evaluations (best vs worst),NEGATIVE,0.9535723924636841
@naysayer1343,We gonna pretend this isn’t just a complete rip off of Aftersun,2025-11-05 14:38:42+00:00,0,we gonna pretend this isn’t just a complete rip off of aftersun,4,mixed evaluations (best vs worst),NEGATIVE,0.999622106552124
@timbothegreat7767,Didn't think white families existed lol,2025-11-05 14:24:18+00:00,0,didn't think white families existed lol,0,music themes & general praise,NEGATIVE,0.9922136664390564
@roberthogg3740,Just brilliant music really does help make the best memories 👊🏻👊🏻,2025-11-05 14:21:06+00:00,0,just brilliant music really does help make the best memories,4,mixed evaluations (best vs worst),POSITIVE,0.9998809099197388
@truered4567,"Yet again John Lewis smashed the Christmas ads . Thanks, took me back. Great to see a father and his love for his son .",2025-11-05 14:18:42+00:00,0,"yet again john lewis smashed the christmas ads . thanks, took me back. great to see a father and his love for his son .",3,general christmas advert discussion,POSITIVE,0.5604338049888611
@lisahall1122,So sad this was my partners funeral song. The father son relationship my son doesn’t have so sad but so many amazing memories. I’ve never been so upset at an advert,2025-11-05 14:16:06+00:00,0,so sad this was my partners funeral song. the father son relationship my son doesn’t have so sad but so many amazing memories. i’ve never been so upset at an advert,1,strong emotional praise,POSITIVE,0.9972502589225769
@Jenson308,Makes no sense the worst advert I've ever seen,2025-11-05 14:15:59+00:00,1,makes no sense the worst advert i've ever seen,4,mixed evaluations (best vs worst),NEGATIVE,0.9998050332069397
@jacklowe1,Simple but exactly What’s was needed. 👍🏻,2025-11-05 14:00:46+00:00,0,simple but exactly what’s was needed.,2,nostalgia & memories,POSITIVE,0.9858062863349915
@nicolarae1306,"Have have early 90s raver parents....just hitting their 60s. The first few bars of Alison Limerick, where love lives, made me burst into tears. 😢",2025-11-05 14:00:03+00:00,26,"have have early 90s raver parents....just hitting their 60s. the first few bars of alison limerick, where love lives, made me burst into tears.",5,family themes & representation,POSITIVE,0.9724322557449341
@hello_kittycaysey1208,Huh? How is this making you cry ? I felt nothing but confusion,2025-11-05 13:53:47+00:00,2,huh? how is this making you cry ? i felt nothing but confusion,0,music themes & general praise,NEGATIVE,0.9956348538398743
@truthfactreality6814,Never felt appreciated as a father and man.  Thanks for this advert,2025-11-05 13:51:16+00:00,1,never felt appreciated as a father and man. thanks for this advert,3,general christmas advert discussion,POSITIVE,0.8527547121047974
@SEPK09,"Well done to JL for not bringing diversity into it FINALLY a worth while ad that's hits the generation, that strived for everything.",2025-11-05 13:32:10+00:00,1,"well done to jl for not bringing diversity into it finally a worth while ad that's hits the generation, that strived for everything.",2,nostalgia & memories,POSITIVE,0.98671954870224
@ElsieJoy39,Wish I understood this.....makes no sense,2025-11-05 13:25:15+00:00,0,wish i understood this.....makes no sense,2,nostalgia & memories,NEGATIVE,0.9997581839561462
@FinancialMatt,"Where would we be without John Lewis at Christmas. Absolutely nailed it, already won the best Christmas advert.",2025-11-05 13:14:03+00:00,2,"where would we be without john lewis at christmas. absolutely nailed it, already won the best christmas advert.",3,general christmas advert discussion,POSITIVE,0.9996944665908813
@gabryski193,"Absolute class .. the advert and the tune ,, Alison Limerick - Where Love Lives",2025-11-05 12:54:41+00:00,0,"absolute class .. the advert and the tune ,, alison limerick - where love lives",5,family themes & representation,POSITIVE,0.9994623064994812
@minatormyth,Nail directly on the head. Thankyou for this😢,2025-11-05 12:46:16+00:00,0,nail directly on the head. thankyou for this,0,music themes & general praise,POSITIVE,0.9995812773704529
@seanmckernan5377,Class !!!!! Was bot expecting that !!!!Well done john Lewis!!!!!! Brilliant!,2025-11-05 12:41:18+00:00,0,class !!!!! was bot expecting that !!!!well done john lewis!!!!!! brilliant!,3,general christmas advert discussion,POSITIVE,0.9993270635604858
@moirahyde750,I just don’t get the feels from this ad personally. Sorry,2025-11-05 12:23:50+00:00,0,i just don’t get the feels from this ad personally. sorry,0,music themes & general praise,NEGATIVE,0.999778687953949
@Christian-ju9zs,A white family for once - wow,2025-11-05 12:18:27+00:00,1,a white family for once - wow,5,family themes & representation,POSITIVE,0.9965645670890808
@dannygreen5968,Oh man…. take me back to those carefree days right now! Great advert 👏🏻👏🏻👏🏻👏🏻,2025-11-05 12:07:09+00:00,0,oh man…. take me back to those carefree days right now! great advert,5,family themes & representation,POSITIVE,0.9993427395820618
@anthonyluna352,An advert where the couple isn't a white women and black guy. Truly groundbreaking stuff,2025-11-05 11:58:51+00:00,0,an advert where the couple isn't a white women and black guy. truly groundbreaking stuff,4,mixed evaluations (best vs worst),POSITIVE,0.9992638230323792
@craig709,Great ad. Don’t know why it’s getting hate,2025-11-05 11:57:08+00:00,0,great ad. don’t know why it’s getting hate,0,music themes & general praise,POSITIVE,0.9985179305076599
@GaryWilliams-u7e,Beautiful advert,2025-11-05 11:55:24+00:00,0,beautiful advert,1,strong emotional praise,POSITIVE,0.9992746710777283
@phillpotts9047,"Lovely Ad, welcome back John Lewis 👏👏👏👏👏👏👏❤️❤️❤️",2025-11-05 11:39:14+00:00,1,"lovely ad, welcome back john lewis",3,general christmas advert discussion,POSITIVE,0.9998632669448853
@cal28kim,I was there 😭❗❗,2025-11-05 11:38:55+00:00,0,i was there,0,music themes & general praise,POSITIVE,0.8114876747131348
@markdarby1529,"Great advert, glad they didn’t do the diversity box ticking exercise while thinking of it",2025-11-05 11:30:11+00:00,2,"great advert, glad they didn’t do the diversity box ticking exercise while thinking of it",1,strong emotional praise,POSITIVE,0.9930934906005859
@Evec-o5g,Brilliant. Got the right people on this ad this year. Well done. Powerful.,2025-11-05 11:12:26+00:00,0,brilliant. got the right people on this ad this year. well done. powerful.,2,nostalgia & memories,POSITIVE,0.9998370409011841
@simonadamson9261,It’s a 10,2025-11-05 11:05:35+00:00,0,it’s a 10,0,music themes & general praise,POSITIVE,0.7447890043258667
@terryarrow702,"My father died when I was 9 years old, I’d have given anything to have bought him a gift as I grew up 😢 coz he was so generous & kind",2025-11-05 11:04:29+00:00,68,"my father died when i was 9 years old, i’d have given anything to have bought him a gift as i grew up coz he was so generous & kind",4,mixed evaluations (best vs worst),POSITIVE,0.9992741942405701
@Sam-tx1tn,A white heterosexual couple in an advert. Well done JL. Thank you.,2025-11-05 10:59:33+00:00,0,a white heterosexual couple in an advert. well done jl. thank you.,4,mixed evaluations (best vs worst),POSITIVE,0.9996709823608398
@JackMeadows6322,Quality advert,2025-11-05 10:59:28+00:00,0,quality advert,3,general christmas advert discussion,NEGATIVE,0.9905784726142883
@lambchop1601,I thought Male and Pale was stale? What happened? Will we miss the 2016-2024 era?,2025-11-05 10:56:10+00:00,0,i thought male and pale was stale? what happened? will we miss the 2016-2024 era?,2,nostalgia & memories,NEGATIVE,0.9995927214622498
@Lardwhalen,"Maybe it would be better to find the words. Really shouldn't be that hard. What a selfish, inward looking society we've become. Telling someone what they mean to you is worth more than an infinite amount of John Lewis gifts.",2025-11-05 10:51:37+00:00,0,"maybe it would be better to find the words. really shouldn't be that hard. what a selfish, inward looking society we've become. telling someone what they mean to you is worth more than an infinite amount of john lewis gifts.",3,general christmas advert discussion,POSITIVE,0.9991936087608337
@InnerCityGirl1,"I really like this one...JL has got its MoJo back for sure! great advert, and very touching. ❣❣❣❣❣❣",2025-11-05 10:42:57+00:00,0,"i really like this one...jl has got its mojo back for sure! great advert, and very touching.",3,general christmas advert discussion,POSITIVE,0.9998760223388672
@Aglaglagl123,"I would have thought this advert was too conservative for The Guardian?!?!?

Great advert that though.",2025-11-05 10:42:38+00:00,0,i would have thought this advert was too conservative for the guardian?!?!? great advert that though.,3,general christmas advert discussion,NEGATIVE,0.7521670460700989
@Angelfoodcakex-Yz7,"This is as powerful as the Sainsbury's ad in 2014 re-enacting the Christmas truce during WW1 1914... As a 52 year old ex 90s raver, and dad of a 19 year old son who is now at university, this hits hard... Beautiful",2025-11-05 10:34:39+00:00,1,"this is as powerful as the sainsbury's ad in 2014 re-enacting the christmas truce during ww1 1914... as a 52 year old ex 90s raver, and dad of a 19 year old son who is now at university, this hits hard... beautiful",2,nostalgia & memories,POSITIVE,0.9995397329330444
@beachlife2968,"I'm 100 per cent going to buy from John Lewis this year, purely because of how this advert made me feel.",2025-11-05 10:32:40+00:00,0,"i'm 100 per cent going to buy from john lewis this year, purely because of how this advert made me feel.",3,general christmas advert discussion,POSITIVE,0.9295510649681091
@Nicholalouise,Ouch,2025-11-05 10:31:52+00:00,0,ouch,0,music themes & general praise,POSITIVE,0.9480674862861633
@leefisher816,Omg well that tore me up,2025-11-05 10:27:24+00:00,0,omg well that tore me up,1,strong emotional praise,POSITIVE,0.9539928436279297
@michaeldemetriou3043,Wonderful Christmas 🎄 advert. The true meaning of Christmas 🎄 is family ❤,2025-11-05 10:20:08+00:00,0,wonderful christmas advert. the true meaning of christmas is family,1,strong emotional praise,POSITIVE,0.9998757839202881
@blackporscheroadster-yw8hb,"I can relate to this about the 90s raving part as was a teenager in the early 90s, but I don't have a son, so the rest just seems a bit depressing to me. Don't like the cheesy tune either and it's not very Christmassy.",2025-11-05 10:16:20+00:00,0,"i can relate to this about the 90s raving part as was a teenager in the early 90s, but i don't have a son, so the rest just seems a bit depressing to me. don't like the cheesy tune either and it's not very christmassy.",1,strong emotional praise,NEGATIVE,0.9994739890098572
@Lee-sv8su,Prepare for a Xmas number one from Alison Limerick great advert,2025-11-05 10:16:00+00:00,0,prepare for a xmas number one from alison limerick great advert,5,family themes & representation,POSITIVE,0.9890779852867126
@somechrisguy,"i am 29 yr old with 2 young boys, my dad is 56 and was a raver who got me into it in my early 20's... right in the feels",2025-11-05 10:12:29+00:00,0,"i am 29 yr old with 2 young boys, my dad is 56 and was a raver who got me into it in my early 20's... right in the feels",2,nostalgia & memories,POSITIVE,0.9991669654846191
@djherbie-qx7dg,Excellent and what a massive tune ❤🥳🥳🥳🥳🥳🥂🙌,2025-11-05 10:12:03+00:00,0,excellent and what a massive tune 🥳🥳🥳🥳🥳🥂,3,general christmas advert discussion,POSITIVE,0.9998663663864136
@MrDeltaHotel,"WOW! Absolutely LOVE this advert - it made the hairs on the back of my neck stand up as it brings back such amazing memories growing up in the early 90s dancing to Where Love Lives by Alison Limerick and a gift like this would be the perfect Christmas present for own dad. Brilliant, well done John Lewis.",2025-11-05 10:11:00+00:00,0,"wow! absolutely love this advert - it made the hairs on the back of my neck stand up as it brings back such amazing memories growing up in the early 90s dancing to where love lives by alison limerick and a gift like this would be the perfect christmas present for own dad. brilliant, well done john lewis.",5,family themes & representation,POSITIVE,0.9998629093170166
@markhartfield8186,AT LAST. ❤,2025-11-05 10:10:28+00:00,0,at last.,0,music themes & general praise,POSITIVE,0.9762411713600159
@hx7193,Dads are so important ❤❤❤❤❤❤❤,2025-11-05 10:10:05+00:00,0,dads are so important,0,music themes & general praise,NEGATIVE,0.9483993053436279
@williammartyn,Well done John Lewis. This is a beaut.,2025-11-05 09:57:08+00:00,0,well done john lewis. this is a beaut.,3,general christmas advert discussion,POSITIVE,0.9998143315315247
@louisehardy6125,Best yet!,2025-11-05 09:55:06+00:00,0,best yet!,4,mixed evaluations (best vs worst),POSITIVE,0.9996143579483032
@vanthecatp3001,They knocking out old vinyl 💿 this year then?,2025-11-05 09:52:08+00:00,0,they knocking out old vinyl this year then?,2,nostalgia & memories,NEGATIVE,0.9934438467025757
@tubewayarmy1979,"Super video.
Does anyone know what Bauhaus print is on the staircase wall ?
I looked at hundreds all over the Internet..  not been able to locate it.",2025-11-05 09:51:07+00:00,0,super video. does anyone know what bauhaus print is on the staircase wall ? i looked at hundreds all over the internet.. not been able to locate it.,5,family themes & representation,NEGATIVE,0.9995779395103455
@carol-anneturner6529,Captured the awkwardness of youth. JL have smashed it this year. That boy looks like could have a long career…,2025-11-05 09:50:22+00:00,0,captured the awkwardness of youth. jl have smashed it this year. that boy looks like could have a long career…,2,nostalgia & memories,NEGATIVE,0.9844186305999756
@BestDentistvietnam,❤❤❤❤❤❤ love it . The best British Christmas advert I have ever seen. Talk about selling the sizzle and not the the sausage. Who ever made this is a geniuses at last adverts I can enjoy again x,2025-11-05 09:46:18+00:00,0,love it . the best british christmas advert i have ever seen. talk about selling the sizzle and not the the sausage. who ever made this is a geniuses at last adverts i can enjoy again x,5,family themes & representation,POSITIVE,0.9995960593223572
@djgaz7872,"You can't buy old school vinyl at John Lewis,  just saying 😂",2025-11-05 09:36:52+00:00,2,"you can't buy old school vinyl at john lewis, just saying",5,family themes & representation,NEGATIVE,0.9750438928604126
@Fireballxyz,"Long lost dad, long lost son. With the hug, Christmas makes perfect sense.",2025-11-05 09:32:48+00:00,6,"long lost dad, long lost son. with the hug, christmas makes perfect sense.",3,general christmas advert discussion,POSITIVE,0.9998397827148438
@neilpearce,"What a track to use, absolute classic! Talk to your kids, Dads! 😉",2025-11-05 09:19:50+00:00,0,"what a track to use, absolute classic! talk to your kids, dads!",1,strong emotional praise,POSITIVE,0.998988687992096
@YvonneOldfield,Brilliant advert for many reasons..know what i mean?  Patriotism❤,2025-11-05 09:05:22+00:00,0,brilliant advert for many reasons..know what i mean? patriotism,1,strong emotional praise,POSITIVE,0.9990328550338745
@tipsypittsy123,Best Christmas advert ever!,2025-11-05 09:01:52+00:00,0,best christmas advert ever!,4,mixed evaluations (best vs worst),NEGATIVE,0.947500467300415
@lemarnewell-phillips68,Are John Lewis selling vinyls,2025-11-05 08:57:24+00:00,0,are john lewis selling vinyls,3,general christmas advert discussion,POSITIVE,0.8469619154930115
@johndh958,At last!!!  John Lewis get it,2025-11-05 08:53:25+00:00,0,at last!!! john lewis get it,3,general christmas advert discussion,POSITIVE,0.9992895126342773
@MrStraightGangsta,As a dad of 4 boys who have all had their teens stolen by our broken society this hits hard,2025-11-05 08:48:32+00:00,0,as a dad of 4 boys who have all had their teens stolen by our broken society this hits hard,2,nostalgia & memories,NEGATIVE,0.9533206820487976
@ChrisChandler-p8k,Best add in years. Real people can relate well done JL its motivated me to visit your store/website,2025-11-05 08:48:10+00:00,0,best add in years. real people can relate well done jl its motivated me to visit your store/website,4,mixed evaluations (best vs worst),POSITIVE,0.9993670582771301
@stevebucknall1928,Love it . Best Xmas advert in years,2025-11-05 08:36:24+00:00,0,love it . best xmas advert in years,4,mixed evaluations (best vs worst),POSITIVE,0.9998736381530762
@WendyWendy-x5k,Wow another fantastic thought provoking ad by John Lewis made me cry 😢,2025-11-05 08:30:29+00:00,0,wow another fantastic thought provoking ad by john lewis made me cry,3,general christmas advert discussion,POSITIVE,0.9995136260986328
@joebloggs2024,Normally these adverts don't resonate with me but this was very moving 😊,2025-11-05 08:21:31+00:00,0,normally these adverts don't resonate with me but this was very moving,3,general christmas advert discussion,POSITIVE,0.9989495873451233
@samseymour6897,Very Charlotte Wells - Aftersun dance scene to under pressure,2025-11-05 08:18:20+00:00,0,very charlotte wells - aftersun dance scene to under pressure,5,family themes & representation,NEGATIVE,0.9952772855758667
@superthierry1,Dad the raver  vs Gen Z... 😎 👍🏾,2025-11-05 08:03:41+00:00,0,dad the raver vs gen z...,4,mixed evaluations (best vs worst),POSITIVE,0.5834753513336182
@Always-Hustle,The left will hate this ad,2025-11-05 07:54:37+00:00,6,the left will hate this ad,4,mixed evaluations (best vs worst),NEGATIVE,0.9878025650978088
@eigrontopediax,Wow. I wish I can also bond with my dad like this. I'll be going home this Christmas for the first time after 7years so I'm excited.,2025-11-05 07:52:50+00:00,11,wow. i wish i can also bond with my dad like this. i'll be going home this christmas for the first time after 7years so i'm excited.,3,general christmas advert discussion,POSITIVE,0.999659538269043
@DanS1,Brilliant advert ❤❤❤,2025-11-05 07:51:55+00:00,0,brilliant advert,1,strong emotional praise,NEGATIVE,0.9417315125465393
@TinaTurnip-o7o,Thank you John Lewis for making one of the best adverts ever. Tears in my eyes. Get this song back in the charts. Love it ❤❤❤❤,2025-11-05 07:50:48+00:00,36,thank you john lewis for making one of the best adverts ever. tears in my eyes. get this song back in the charts. love it,3,general christmas advert discussion,POSITIVE,0.999854326248169
@15rich20,Surely a rip off of the last dance scene in Aftersun.,2025-11-05 07:44:38+00:00,0,surely a rip off of the last dance scene in aftersun.,5,family themes & representation,NEGATIVE,0.9990947246551514
@meandyou4198,Well done John lewis 👏,2025-11-05 07:39:19+00:00,0,well done john lewis,3,general christmas advert discussion,POSITIVE,0.9933880567550659
@markanderson5438,I'm not ashamed to say I did she'd a tear 😢,2025-11-05 07:37:56+00:00,0,i'm not ashamed to say i did she'd a tear,2,nostalgia & memories,POSITIVE,0.9993084669113159
@traceymillum1421,I’m in absolute tears 😭,2025-11-05 07:34:50+00:00,0,i’m in absolute tears,5,family themes & representation,POSITIVE,0.8473917245864868
@Smoovindecat,Tune,2025-11-05 07:28:54+00:00,0,tune,0,music themes & general praise,POSITIVE,0.9802890419960022
@JamesHodgson-s1h,Bonding with my son. They nailed it. I spent six months under section my son was there at my worst. Things a bit better now had Bipolar. Three year recovery 🎉well done John Lewis,2025-11-05 07:27:01+00:00,0,bonding with my son. they nailed it. i spent six months under section my son was there at my worst. things a bit better now had bipolar. three year recovery well done john lewis,4,mixed evaluations (best vs worst),POSITIVE,0.9824715256690979
@rogerdoyle1198,Getting old when I'm the Dad in the John Lewis ad 😂,2025-11-05 07:21:56+00:00,0,getting old when i'm the dad in the john lewis ad,4,mixed evaluations (best vs worst),NEGATIVE,0.9987286925315857
@mickbeckett5136,"Brilliant ❤ proper tear jerker ❤I’m a 54 yrs young Male who loves Dance Music, I hope my Dance music loving 17 yr Old Daughter does the same for me this Christmas ❤",2025-11-05 07:12:03+00:00,0,"brilliant proper tear jerker i’m a 54 yrs young male who loves dance music, i hope my dance music loving 17 yr old daughter does the same for me this christmas",2,nostalgia & memories,POSITIVE,0.9998019337654114
@paulie7777777,I’m not getting it … is the kid deaf or what …,2025-11-05 07:10:50+00:00,0,i’m not getting it … is the kid deaf or what …,4,mixed evaluations (best vs worst),NEGATIVE,0.9996292591094971
@Markle_B,"Wow, a white family advert!",2025-11-05 07:10:26+00:00,1,"wow, a white family advert!",5,family themes & representation,POSITIVE,0.9975717663764954
@nikolkara7546,It's very Aftersun coded,2025-11-05 07:08:10+00:00,0,it's very aftersun coded,3,general christmas advert discussion,NEGATIVE,0.9963380098342896
@laytonjames538,How on earth anyone can slander this advert is beyond me. Tell me people are downgrading without actually telling me.  Beautiful message and very well executed,2025-11-05 07:01:53+00:00,1,how on earth anyone can slander this advert is beyond me. tell me people are downgrading without actually telling me. beautiful message and very well executed,4,mixed evaluations (best vs worst),POSITIVE,0.9992383718490601
@johngreenwood62,"No politics, just love and family. Nailed it.",2025-11-05 06:53:36+00:00,0,"no politics, just love and family. nailed it.",5,family themes & representation,POSITIVE,0.9995414018630981
@NostalgiaNintendo,Vote Green,2025-11-05 06:53:14+00:00,0,vote green,0,music themes & general praise,POSITIVE,0.9549652934074402
@davidsunderland3005,Where's the black character?,2025-11-05 06:36:36+00:00,0,where's the black character?,0,music themes & general praise,NEGATIVE,0.9984080195426941
@dvorster5646,"Very emotional,a beautiful ad!❤",2025-11-05 06:18:40+00:00,0,"very emotional,a beautiful ad!",2,nostalgia & memories,POSITIVE,0.9998699426651001
@paulr6359,any dad in their 50 s can relate.... and wasnt even that long ago. If kids could see the 90s theyd realise how badly theyve been let down. Merryxmas,2025-11-05 06:09:56+00:00,201,any dad in their 50 s can relate.... and wasnt even that long ago. if kids could see the 90s theyd realise how badly theyve been let down. merryxmas,2,nostalgia & memories,NEGATIVE,0.9993501305580139
@wtf-k5i,"YESSSSSSSSSSSSS   No box ticking DEI ,Trans etc etc BS",2025-11-05 05:47:39+00:00,0,"yesssssssssssss no box ticking dei ,trans etc etc bs",1,strong emotional praise,NEGATIVE,0.9903408885002136
@johncomerford6229,Beautiful real ! No Politics ! No Alphabet Gang !,2025-11-05 03:46:03+00:00,0,beautiful real ! no politics ! no alphabet gang !,0,music themes & general praise,POSITIVE,0.9990457892417908
@hp4395,"The best ad I have seen in years, get to the real soul of Christmas❤. Just beautiful",2025-11-05 03:30:43+00:00,0,"the best ad i have seen in years, get to the real soul of christmas. just beautiful",4,mixed evaluations (best vs worst),POSITIVE,0.9998725652694702
@Scarlet_Soul,Honestly I thought this was going to be an advert for Alzheimer's awareness after first seeing it on the TV.,2025-11-05 03:23:05+00:00,1,honestly i thought this was going to be an advert for alzheimer's awareness after first seeing it on the tv.,3,general christmas advert discussion,NEGATIVE,0.9991699457168579
@Missing-g3s,"Now that's a great F,king advert and I hate adverts.",2025-11-05 02:12:05+00:00,1,"now that's a great f,king advert and i hate adverts.",5,family themes & representation,NEGATIVE,0.9944288730621338
@deephouse733,They just had to have some mystery meat butchering it as well,2025-11-05 02:02:51+00:00,0,they just had to have some mystery meat butchering it as well,4,mixed evaluations (best vs worst),NEGATIVE,0.9996045231819153
@deephouse733,Oh I’m sure the guardianistas will love this cringe boomer fest,2025-11-05 02:01:02+00:00,1,oh i’m sure the guardianistas will love this cringe boomer fest,2,nostalgia & memories,POSITIVE,0.9907389879226685
@RawwUnderGround,Looooool,2025-11-05 01:55:37+00:00,0,looooool,0,music themes & general praise,POSITIVE,0.6635989546775818
@TheBuzzer69,Brilliant! Made me cry ❤,2025-11-05 01:01:49+00:00,1,brilliant! made me cry,1,strong emotional praise,POSITIVE,0.9973439574241638
@C.Hughes-Lloyd,Pretty poor. 👎,2025-11-05 00:48:02+00:00,3,pretty poor.,5,family themes & representation,NEGATIVE,0.9903928637504578
@Gary-p4u8j,After not being around my son adam for 16 yrs and not my choice or fault or blame x it just ended up that way ok  x so i had to stop being his dad x this smashed me into planet earth and i was left to cope alone  x this advert reminded me of Adam so much x  and it made me cry which i dont really do as it destroys me emotionally x cause i cant think of him anymore as much as its upsetting for me cause of how we were together x i do have a picture of us when i last saw him age 2 x i miss adam every Christmas x thank you so much john lewis for reminding me of adam x,2025-11-05 00:45:11+00:00,0,after not being around my son adam for 16 yrs and not my choice or fault or blame x it just ended up that way ok x so i had to stop being his dad x this smashed me into planet earth and i was left to cope alone x this advert reminded me of adam so much x and it made me cry which i dont really do as it destroys me emotionally x cause i cant think of him anymore as much as its upsetting for me cause of how we were together x i do have a picture of us when i last saw him age 2 x i miss adam every christmas x thank you so much john lewis for reminding me of adam x,4,mixed evaluations (best vs worst),NEGATIVE,0.9964920878410339
@suncity22001,unwoke and naturally real. It couldn’t help but to be great.,2025-11-05 00:38:46+00:00,1,unwoke and naturally real. it couldn’t help but to be great.,0,music themes & general praise,POSITIVE,0.9998767375946045
@mikeywaite5564,I don't get it.,2025-11-05 00:09:38+00:00,2,i don't get it.,0,music themes & general praise,NEGATIVE,0.9994720816612244
@neillamin6150,As a father who is struggling to build a relationship with his teenage daughters this advert resonates exactly what I’m going through… I don’t need to comment any further,2025-11-04 23:56:36+00:00,1,as a father who is struggling to build a relationship with his teenage daughters this advert resonates exactly what i’m going through… i don’t need to comment any further,3,general christmas advert discussion,POSITIVE,0.9992870688438416
@TinkSivyer,I am NEEDING the slower version of this song. Shazam is not doing it. Perhaps they produced it special for this advert--but where can I find the whole thing?!?!,2025-11-04 23:54:43+00:00,0,i am needing the slower version of this song. shazam is not doing it. perhaps they produced it special for this advert--but where can i find the whole thing?!?!,5,family themes & representation,NEGATIVE,0.9995482563972473
@blackcountryaudits22,Made me cry I have an ex who has stopped me seeing my kids.,2025-11-04 23:54:28+00:00,0,made me cry i have an ex who has stopped me seeing my kids.,5,family themes & representation,NEGATIVE,0.9981750249862671
@madmaxx7738,So deep ❤❤ love an miss you xx,2025-11-04 23:50:54+00:00,0,so deep love an miss you xx,3,general christmas advert discussion,POSITIVE,0.9998038411140442
@carldavies2005,They did it again. Absolutely spot on. ABSOLUTELY. SPOT. ON.,2025-11-04 23:47:45+00:00,0,they did it again. absolutely spot on. absolutely. spot. on.,0,music themes & general praise,POSITIVE,0.9997896552085876
@shannon.b5480,"Don't get the hype of this one. It's a cute concept and if you have teenagers it gets you in the feels. But I miss when John Lewis adverts were just simply cute characters, giving off pure Christmas vibes.",2025-11-04 23:42:39+00:00,1,"don't get the hype of this one. it's a cute concept and if you have teenagers it gets you in the feels. but i miss when john lewis adverts were just simply cute characters, giving off pure christmas vibes.",2,nostalgia & memories,POSITIVE,0.9981086254119873
@yourpartyuk,"Weird, you're literally showing an advert as a news story, but ignoring the ruling in the Tommy Robinson case today that has potentially huge repurcussions?",2025-11-04 23:38:17+00:00,0,"weird, you're literally showing an advert as a news story, but ignoring the ruling in the tommy robinson case today that has potentially huge repurcussions?",3,general christmas advert discussion,NEGATIVE,0.9987083673477173
@christinebrett4825,"Reminds me of when my kids left for University. Even though I'm a Mum, it got to me as well. Beautiful advert . You grow up so quickly, then your kids. ...   Love this",2025-11-04 23:17:16+00:00,1,"reminds me of when my kids left for university. even though i'm a mum, it got to me as well. beautiful advert . you grow up so quickly, then your kids. ... love this",5,family themes & representation,POSITIVE,0.9998218417167664
@maggiem.1539,"Great, well done agency,  at last something real in these tough times🤗",2025-11-04 22:59:31+00:00,0,"great, well done agency, at last something real in these tough times🤗",3,general christmas advert discussion,POSITIVE,0.9997895359992981
@Mont2100,"If you have watched 'Aftersun' by Charlotte Wells, particularly the ending of that film, you will immediately recognise how much this advert owes to it for its own emotional heft and the aesthetic values of that achingly beautiful masterpiece.",2025-11-04 22:56:52+00:00,4,"if you have watched 'aftersun' by charlotte wells, particularly the ending of that film, you will immediately recognise how much this advert owes to it for its own emotional heft and the aesthetic values of that achingly beautiful masterpiece.",2,nostalgia & memories,POSITIVE,0.9993619322776794
@mjwatson31,"Effing brilliant, love it",2025-11-04 22:40:04+00:00,0,"effing brilliant, love it",1,strong emotional praise,POSITIVE,0.9998847246170044
@alfie_sub,Best advert ever made,2025-11-04 22:35:10+00:00,0,best advert ever made,4,mixed evaluations (best vs worst),NEGATIVE,0.6216829419136047
@BroadcastQueen,Wow! Finally! Just a BRILLIANT Christmas ad!  Has everything! Thank you John Lewis - loving the Dad love and the Alison Limerick chooooooooon!! 🤩,2025-11-04 22:33:41+00:00,1,wow! finally! just a brilliant christmas ad! has everything! thank you john lewis - loving the dad love and the alison limerick chooooooooon!! 🤩,4,mixed evaluations (best vs worst),POSITIVE,0.9998550415039062
@partyanthems5828,Simply brilliant!,2025-11-04 22:17:37+00:00,0,simply brilliant!,1,strong emotional praise,POSITIVE,0.9997560381889343
@zackl7109,Great! But isn’t this just frickin Aftersun??? Get some new ideas…,2025-11-04 22:02:37+00:00,11,great! but isn’t this just frickin aftersun??? get some new ideas…,4,mixed evaluations (best vs worst),NEGATIVE,0.9980190992355347
@rovercoupe7104,I never told my Dad I loved him and that suited both of us. M,2025-11-04 21:49:44+00:00,0,i never told my dad i loved him and that suited both of us. m,0,music themes & general praise,POSITIVE,0.9997005462646484
@DJDonnelly,Not Christmasy enough,2025-11-04 21:45:37+00:00,0,not christmasy enough,0,music themes & general praise,POSITIVE,0.9966822266578674
@ndishamkala6894,made me tear up🥹💕,2025-11-04 21:38:23+00:00,0,made me tear up🥹,2,nostalgia & memories,POSITIVE,0.9608875513076782
@iamjustherenow,Errrr…..what?? I don’t get it.,2025-11-04 21:34:44+00:00,1,errrr…..what?? i don’t get it.,0,music themes & general praise,NEGATIVE,0.9994256496429443
@lynettehughes4673,Brilliant ad.,2025-11-04 21:30:58+00:00,1,brilliant ad.,1,strong emotional praise,POSITIVE,0.9147415161132812
